mode,time,alt,speed,hdot,range,lat,long,pitch,roll,tgt_range,range_err,az_err,roll_ref,
4,65288.5709046373,6.81366671625152,179.569485155732,-52.8871250104295,23.1629645204129,34.5898983711996,-120.580644443744,-14.752525973807,-38.6482525871885,14.4591420173413,0,0,0,0,
4,65288.7709046373,6.80303852576017,179.645546389781,-53.2904696468159,23.1318025141571,34.5897717784055,-120.580302989262,-14.8835948615315,-38.9831732039419,14.4591420173413,0,0,0,0,
4,65288.9709046372,6.79233246641513,179.723978828962,-53.6858227711426,23.100566740988,34.589647094062,-120.579960603814,-14.9916873859273,-38.8709125075597,14.4591420173413,0,0,0,0,
4,65289.1909046372,6.78046789380908,179.813053236537,-54.1011399511605,23.0661466569897,34.5895121640204,-120.579582903687,-15.0937154991081,-38.5887356391882,14.4591420173413,0,0,0,0,
4,65289.3909046372,6.76960474647395,179.895959995759,-54.4596913642705,23.0357379748094,34.5893915221391,-120.579238557898,-15.1828750672983,-38.4776686338698,14.4591420173413,0,0,0,0,
4,65289.5909046371,6.75867131651752,179.980291972442,-54.8034461758306,23.0043867534083,34.5892728088573,-120.57889328155,-15.2723797710203,-38.48111174859,14.4591420173413,0,0,0,0,
4,65289.7909046371,6.74766823345609,180.064416340248,-55.1334462671163,22.9732738860869,34.5891560342232,-120.578547073708,-15.3834441228349,-39.0093751561492,14.4591420173413,0,0,0,0,
4,65290.0109046371,6.73548524063919,180.160140181383,-55.5094889878191,22.9394123421971,34.5890298646197,-120.57816516369,-15.5415674031748,-39.801377237103,14.4591420173413,0,0,0,0,
4,65290.210904637,6.72433644476067,180.249980224088,-55.8799799246597,22.9080193741706,34.5889172778987,-120.577817009155,-15.6733724506039,-39.8098507134316,14.4591420173413,0,0,0,0,
4,65290.410904637,6.71311491413508,180.343502073238,-56.2547473585705,22.8770264332593,34.5888067069516,-120.577467965704,-15.7819155149027,-39.4438974340037,14.4591420173413,0,0,0,0,
4,65290.630904637,6.70068674716819,180.448419478469,-56.6527221173286,22.8424048248154,34.5886873927571,-120.577083007686,-15.8878608388572,-39.2620833401911,14.4591420173413,0,0,0,0,
4,65290.8309046369,6.68931445569079,180.545625601033,-57.0019437025709,22.8117819875188,34.5885810261605,-120.576732134475,-15.9748423584819,-39.3371313749349,14.4591420173413,0,0,0,0,
4,65291.0309046369,6.67787621187139,180.643570334358,-57.3344182876886,22.7804354747603,34.5884766724098,-120.576380399552,-16.0267951441811,-39.2906196096111,14.4591420173413,0,0,0,0,
4,65291.2309046369,6.66637955017015,180.739595673521,-57.6062720015598,22.7491511545577,34.5883743802963,-120.576027775672,-16.0446529451389,-39.0920094362668,14.4591420173413,0,0,0,0,
4,65291.4509046368,6.65367819815036,180.84200875479,-57.835041049943,22.7149043804219,34.5882643419597,-120.575638781936,-16.0779548305253,-38.8729620905697,14.4591420173413,0,0,0,0,
4,65291.6509046368,6.6420886051394,180.935200567059,-58.0380907148578,22.6836244792245,34.5881665818436,-120.575284144,-16.1027200507398,-38.7140785708097,14.4591420173413,0,0,0,0,
4,65291.8509046368,6.63046373223607,181.025115794242,-58.1874781348564,22.6521946804443,34.5880710154358,-120.574928539191,-16.1257441637235,-38.5727549710549,14.4591420173413,0,0,0,0,
4,65292.0709046367,6.61764218910411,181.122295854777,-58.3470353803658,22.6172404459052,34.5879684782903,-120.574536242249,-16.1652526241656,-38.4239021646688,14.4591420173413,0,0,0,0,
4,65292.2709046367,6.60595892353635,181.20620124345,-58.4898793328759,22.5861897358393,34.5878776236197,-120.574178613915,-16.1667113876356,-37.7707467955956,14.4591420173413,0,0,0,0,
4,65292.4709046367,6.59425428574998,181.291650552881,-58.6079567624019,22.5544533037982,34.5877889849059,-120.573820072198,-16.1048963529367,-36.5167264379993,14.4591420173413,0,0,0,0,
4,65292.6709046366,6.5825381723633,181.371282145586,-58.65561796468,22.5229488696266,34.5877025074766,-120.573460626347,-15.9669883441652,-35.1602385444435,14.4591420173413,0,0,0,0,
4,65292.8909046366,6.5696590475291,181.443741135081,-58.5424476708654,22.4883395153781,34.5876098700873,-120.573064146602,-15.7646681520849,-34.3474415637107,14.4591420173413,0,0,0,0,
4,65293.0909046366,6.55798532635067,181.497578874294,-58.3149291087437,22.4564915593734,34.5875279906877,-120.57270262914,-15.5856103749388,-34.2724401290565,14.4591420173413,0,0,0,0,
4,65293.2909046365,6.54636799681,181.536389383934,-57.9723295668524,22.4245473279639,34.5874484695109,-120.572340004195,-15.4154652313011,-34.161275732232,14.4591420173413,0,0,0,0,
4,65293.5109046365,6.53367351131141,181.56436904911,-57.5230817561839,22.3892872978081,34.5873638776802,-120.571939771707,-15.2836781551043,-33.9323684652648,14.4591420173413,0,0,0,0,
4,65293.7109046365,6.52221588321216,181.581457649571,-57.1185863498767,22.3577693430593,34.5872896495679,-120.57157472589,-15.203519945936,-33.6785990625523,14.4591420173413,0,0,0,0,
4,65293.9109046364,6.51083602367528,181.589809647701,-56.7441464803,22.325461564762,34.5872179731917,-120.571208609737,-15.136786128072,-32.8219870345409,14.4591420173413,0,0,0,0,
4,65294.1109046364,6.499524796688,181.601635745177,-56.4165049247691,22.2933035165245,34.5871487429661,-120.570841512743,-15.0980699884114,-31.8136509858781,14.4591420173413,0,0,0,0,
4,65294.3309046364,6.48714780612197,181.615748529121,-56.1490929974746,22.2582715239146,34.5870751967166,-120.570436719251,-15.0671607239515,-30.5010839056715,14.4591420173413,0,0,0,0,
4,65294.5309046363,6.47594007243216,181.626029910186,-55.9518222400959,22.2261231375773,34.5870105078671,-120.57006795417,-15.0519629779504,-29.9277186074668,14.4591420173413,0,0,0,0,
4,65294.7309046363,6.46476405556314,181.637002712855,-55.8186122793581,22.1938268962288,34.5869477484981,-120.569698552699,-15.0518775955721,-30.049260174943,14.4591420173413,0,0,0,0,
4,65294.9509046363,6.45250033339672,181.644493849599,-55.695053825852,22.1582760349609,34.5868808784283,-120.569291558651,-15.0074968556209,-30.044145725912,14.4591420173413,0,0,0,0,
4,65295.1509046362,6.44138170418609,181.644063051421,-55.5536452455424,22.1265939119518,34.5868220900235,-120.568920987418,-14.9205008107259,-29.804494369485,14.4591420173413,0,0,0,0,
4,65295.3509046362,6.43030257680546,181.633403641424,-55.339365283305,22.0940772482467,34.5867652631233,-120.568549858977,-14.7660336524344,-29.4318500933689,14.4591420173413,0,0,0,0,
4,65295.5509046362,6.41928125081118,181.608790609636,-54.9993197977418,22.0618469340533,34.5867105014401,-120.568178120647,-14.586470880196,-29.0616774891487,14.4591420173413,0,0,0,0,
4,65295.7709046361,6.40724669045489,181.568119433325,-54.5445661684874,22.0266024691142,34.5866527498877,-120.567768451852,-14.3797011202724,-28.2683583072681,14.4591420173413,0,0,0,0,
4,65295.9709046361,6.39639941954799,181.521310701823,-54.0637378274568,21.9942320688727,34.586602517016,-120.56739533859,-14.2018772156614,-27.4141271109504,14.4591420173413,0,0,0,0,
4,65296.1709046361,6.38564701353013,181.469073698999,-53.580890711202,21.9616931746339,34.5865543949436,-120.567021591948,-14.0544448624773,-26.6157543629383,14.4591420173413,0,0,0,0,
4,65296.390904636,6.37392685734108,181.408292558021,-53.0727627886749,21.9260106001124,34.5865037941251,-120.566609806437,-13.9154404974846,-26.0527622978584,14.4591420173413,0,0,0,0,
