step,time,alt,vel,surfv,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
46,90,107.756191479239,7854.47960150888,7494.03742246702,-157.014979336891,7505.95925097728,-4.59206995565259,34.4328113304795,157.294540987846,40,0,0,0,0.341812849678279,0.121193407904093,0,0,1,
47,92,107.442241314579,7854.7837695453,7494.34635903242,-156.934768460002,7491.27792930144,-4.60124933805277,34.4841907380619,157.442696045965,40,0,0,0,0.346175665723381,0.126427956899407,0,0,1,
48,94,107.128454094893,7855.08450274462,7494.65189139265,-156.852016966907,7476.5958686825,-4.61047533912453,34.5353781479329,157.591058880905,40,0,0,0,0.350613071967566,0.131897940059264,0,0,1,
49,96,106.814835000735,7855.38164857504,7494.95386690248,-156.766624660522,7461.91251414952,-4.61974653552091,34.5863732819213,157.739623819187,40,0,0,0,0.355124274719968,0.137612634725513,0,0,1,
50,98,106.501389417067,7855.67504922238,7495.25212763467,-156.678487232741,7447.22830121317,-4.62906326561495,34.6371645149421,157.888399973358,40,0,0,0,0.359708931925119,0.14358085797845,0,0,1,
51,100,106.188122943725,7855.96454078307,7495.54650953046,-156.587494113168,7432.54304607011,-4.63843168979596,34.6877627096019,158.037379575756,40,0,0,0,0.364365658452471,0.149811157809414,0,0,1,
52,102,105.875041407704,7856.24995417074,7495.83684334432,-156.493528663354,7417.85677957382,-4.64785238427213,34.7381630872602,158.186563110222,40,0,0,0,0.369092972697536,0.156311986294367,0,0,1,
53,104,105.562150873066,7856.53111538665,7496.12295490244,-156.396470610827,7403.16966561022,-4.65732192171557,34.7883646149938,158.335952317744,40,0,0,0,0.373889056641865,0.163091106447561,0,0,1,
54,106,105.249457652004,7856.80784477327,7496.40466433149,-156.296191945426,7388.48157270272,-4.6668402969567,34.8383650186626,158.485547162585,40,0,0,0,0.378751965528407,0.170155962397376,0,0,1,
55,108,104.936968316893,7857.07995803944,7496.68178713087,-156.192560498983,7373.79257575131,-4.67640619733102,34.8881638415441,158.635347602787,40,0,0,0,0.383676262587625,0.177514480680441,0,0,1,
56,110,104.624689708276,7857.34726876449,7496.95413664471,-156.085440815344,7359.10265680223,-4.68602617076423,34.9377630520905,158.785351894338,40,0,0,0,0.388652602053236,0.185164830523777,0,0,1,
57,112,104.312628942858,7857.60958615331,7497.22152180301,-155.974691126001,7344.41181345785,-4.69569704816785,34.9871622072711,158.93556002089,40,0,0,0,0.39368879183882,0.193124741209321,0,0,1,
58,114,104.000793431764,7857.86670544129,7497.48373756508,-155.860157574137,7329.72002508271,-4.70541437328441,35.0363565561008,159.085972963228,40,0,0,0,0.398793193002892,0.201420267545054,0,0,1,
59,116,103.689190907976,7858.11840511817,7497.74056208787,-155.741672556987,7315.02740547416,-4.71518449607781,35.0853491471832,159.236589320397,40,0,0,0,0.403972005053404,0.210076783988332,0,0,1,
60,118,103.37782945404,7858.364448204,7497.99175803673,-155.61905386214,7300.3338691936,-4.72500839210654,35.134138408642,159.387408032151,40,0,0,0,0.409229576025887,0.219118844696637,0,0,1,
61,120,103.066717531092,7858.60458247755,7498.23707279821,-155.492105427688,7285.63953494816,-4.73488296664096,35.1827215061302,159.538431345401,40,0,0,0,0.414568989564246,0.228571490283785,0,0,1,
62,122,102.755864006547,7858.83853949682,7498.47623749324,-155.360616534699,7270.94431424855,-4.74481077738671,35.2310996769838,159.689657838516,40,0,0,0,0.419991232354451,0.238459206513953,0,0,1,
63,124,102.44527818298,7859.06603616146,7498.70896855675,-155.224362782816,7256.24821314631,-4.75479294857106,35.279273119884,159.841085796606,40,0,0,0,0.425496664092456,0.248806128047675,0,0,1,
64,126,102.134969828288,7859.2867733148,7498.93496631872,-155.083103486891,7241.55131338197,-4.76482767173132,35.3272388190583,159.992715408722,40,0,0,0,0.431082100191531,0.259638173012349,0,0,1,
65,128,101.824949205361,7859.50043648,7499.15391574418,-154.936584032002,7226.85370019252,-4.7749135644175,35.3749964313012,160.144547889433,40,0,0,0,0.436745069126354,0.270979031410569,0,0,1,
66,130,101.515227102782,7859.70669481416,7499.36548538719,-154.784533528693,7212.15524211554,-4.78505929201818,35.4225471978622,160.296581778085,40,0,0,0,0.442479979685173,0.282854448020865,0,0,1,
67,132,101.205814866306,7859.90520097587,7499.56932726406,-154.626665278671,7197.45594718716,-4.79525783164549,35.4698870589045,160.448816935641,40,0,0,0,0.448280218460062,0.295291298973477,0,0,1,
68,134,100.896724430609,7860.09559130103,7499.76507702294,-154.46267744322,7182.75597538507,-4.80551698889957,35.5170205899795,160.601250808422,40,0,0,0,0.454136995055063,0.308317296588919,0,0,1,
69,136,100.587968350371,7860.27748232311,7499.95235044752,-154.292251262885,7168.05526000376,-4.81582325215036,35.5639407989696,160.753886756764,40,0,0,0,0.460041212117513,0.32196087067511,0,0,1,
70,138,100.279559834703,7860.45047321874,7500.13074592739,-154.11505130716,7153.35381728436,-4.82620278306861,35.6106511977179,160.906721335968,40,0,0,0,0.465980256265061,0.336253545921355,0,0,1,
71,140,99.9715127808703,7860.61414272869,7500.29984134087,-153.93072489053,7138.65170432574,-4.8366314256571,35.6571513028059,161.05975374619,40,0,0,0,0.47194188564184,0.351227610154151,0,0,1,
72,142,99.663841806842,7860.76805532261,7500.45920026751,-153.738906834642,7123.94895771098,-4.84709587453514,35.7034374665871,161.212986830183,40,0,0,0,0.477900321023493,0.366885872544511,0,0,1,
73,144,99.3565622595418,7860.91176993538,7500.60838069587,-153.539230148577,7109.24546927003,-4.85766222490427,35.7495098437422,161.366417542586,40,0,0,0,0.483841534278783,0.383260451576861,0,0,1,
74,146,99.0496902464051,7861.04481149305,7500.74690654003,-153.331299072933,7094.54142528234,-4.86827516101857,35.7953698336874,161.520046364444,40,0,0,0,0.4897598932887,0.400417973791524,0,0,1,
75,148,98.7432426992785,7861.16666187639,7500.87425859141,-153.114684868081,7079.83666531585,-4.87893440685009,35.8410133065122,161.673871746082,40,0,0,0,0.495646357398893,0.41842577780125,0,0,1,
76,150,98.4372374373889,7861.27676151181,7500.98987610817,-152.888928870357,7065.13145846079,-4.88965520334078,35.8864390471514,161.827894234504,40,0,0,0,0.501489305728291,0.437351491716395,0,0,1,
77,152,98.1316932293065,7861.37450842964,7501.09315587501,-152.653540594965,7050.42576198717,-4.90044365050303,35.9316560743296,161.982110659309,40,0,0,0,0.507273557416144,0.457263158540645,0,0,1,
