iphase,time,alt,speed,mach,hdot,lat,long,psd,x,y,rpred,herror,psha,dpsac,nzc,nztotal,phic_at,dsbc_at,eow,es,en,emep,hdref,dnzc,
1,1183202.20636803,18506.6785474829,324.0799915212,1.12405868305598,-104.814667159617,28.6211770688754,-80.5579504317879,114.751160114679,8313.06899216647,-11923.8416564331,48865.1256604033,-840.930277775788,241.990332317749,3.25850756757221,-0.236324510682494,0.743211839221933,8.14626891893052,0,23861.616409619,33339.9879531089,26952.0862104029,23681.77912167,-83.1872239310925,-0.2393861189505,
1,1183202.44636803,18481.573024909,323.035267734268,1.12026494413224,-104.392343273533,28.6211183991874,-80.5586971358953,114.811798586055,8282.47625681237,-11857.2547143052,48791.9484180782,-835.687873645038,241.978501262546,3.20970015139859,-0.236835759672313,0.742431684086376,8.02425037849648,0,23802.0415348117,33282.3969511584,26900.1303683521,23637.1739336107,-83.031952341617,-0.239845923749536,
1,1183202.68636803,18456.5685127499,321.993330569474,1.11706133779816,-103.973237976181,28.6210605963622,-80.559441570267,114.871581103568,8251.8387394681,-11790.9575363754,48719.0078602407,-830.507260079838,241.967059731584,3.16135916484775,-0.237260269269429,0.741807300064458,7.90339791211938,0,23742.7704634951,33224.9922215564,26848.3425722875,23592.7130165809,-82.8761450950275,-0.240291353493048,
1,1183202.92636803,18431.6641898602,320.954279891299,1.11328322381066,-103.557225692606,28.6210036464031,-80.5601837404112,114.930515711597,8221.29906566083,-11724.8501471177,48646.2828321291,-825.39312539305,241.955562566987,3.11392172141611,-0.237763798513967,0.741061473815293,7.78480430354026,0,23683.8047546951,33167.7571153574,26796.7078023283,23548.3834756955,-82.7198789244273,-0.240728509787585,
1,1183203.16636803,18406.8593519945,319.918184722889,1.11009349105915,-103.144369311629,28.6209475343128,-80.5609236487907,114.988623311358,8190.71592100546,-11659.0315584996,48573.794019945,-820.338897236074,241.944455830772,3.06692085787039,-0.238180024132774,0.740458604457645,7.66730214467596,0,23625.1450383792,33110.7079127468,26745.2407456776,23504.1979202287,-82.563144441593,-0.241151959078884,
1,1183203.40636803,18382.1531937923,318.885073662707,1.10633214571396,-102.734956701805,28.6208922465479,-80.5616612956036,115.045900495052,8160.23437145364,-11593.3996389197,48501.5195858267,-815.349482817183,241.933283134103,3.02081637084447,-0.238670882312476,0.739740065727727,7.55204092711118,0,23566.7905023605,33053.8274271746,26693.9258974535,23460.1430389118,-82.4059603781285,-0.241560988090634,
1,1183203.64636803,18357.5449140733,317.854990682099,1.1031568449099,-102.328498371621,28.62083776934,-80.5623966876213,115.102333707238,8129.71055679712,-11528.0555603171,48429.4808856361,-810.418018638636,241.922501913145,2.97516437961701,-0.239074789174801,0.739164924202307,7.43791094904253,0,23508.7408275572,32997.1324658538,26642.7784203182,23416.2318492107,-82.2483607393867,-0.241958765712719,
1,1183203.88636803,18333.0338711636,316.827958982929,1.0994130845214,-101.924796098436,28.6207840891815,-80.5631298247189,115.15797965112,8099.25484702423,-11462.9212218348,48357.6609504762,-805.548260214984,241.911767501931,2.9302528469486,-0.239550516016915,0.73848020681006,7.32563211737151,0,23450.995167687,32940.6096741434,26591.7862663547,23372.454007734,-82.0904008660857,-0.242351530550381,
1,1183204.12636804,18308.6193387099,315.805236717601,1.09625433735168,-101.525000884283,28.62073119235,-80.5638607164561,115.212836983943,8068.83191488787,-11398.0211639252,48286.0646984659,-800.737905401073,241.901184756744,2.88597825931348,-0.239940435886781,0.737930765449214,7.21494564828369,0,23393.5923542104,32884.2629226375,26540.9529274274,23328.8125123211,-81.932336958767,-0.242724542474841,
1,1183204.36636804,18284.3001490869,314.787837048832,1.09253798380224,-101.130044760799,28.6206790661977,-80.5645893656646,115.266894016828,8038.44282225262,-11333.3542863378,48214.6915855485,-795.985703379934,241.890755507508,2.84235047566408,-0.240394269702181,0.737281703058306,7.10587618916019,0,23336.5623931646,32828.0917831597,26490.2780172561,23285.3070313423,-81.7743837944179,-0.243066381090862,
1,1183204.60636804,18260.0752337193,313.775756387175,1.08940812862164,-100.739436179873,28.6206276966689,-80.5653157861989,115.3202016734,8008.08831604724,-11268.9188690251,48143.5403564311,-791.290699290671,241.880477662974,2.79932066362601,-0.240761607656272,0.73676696304034,6.99830165906501,0,23279.9024445301,32772.0952677857,26439.7606445827,23241.9367996337,-81.6165959445163,-0.243384474806856,
1,1183204.84636804,18235.9435792193,312.76898496655,1.08572672283336,-100.352992497408,28.620577072441,-80.5660399827989,115.372793302426,7977.76924062975,-11204.7135340522,48072.610113533,-786.651897596758,241.870349151585,2.75685754598877,-0.241185483431839,0.73616699907303,6.89214386497191,0,23223.6095366207,32716.2726701132,26389.400172125,23198.7012700752,-81.4589969292547,-0.243681205982351,
1,1183205.08636804,18211.9041653899,311.767525981714,1.08262636803355,-99.9706185676307,28.6205271809587,-80.5667619642002,115.424651180253,7947.48637548343,-11140.7370237819,48001.9000527201,-782.068272238692,241.860368179859,2.71498063988818,-0.241526027097552,0.735688465112826,6.78745159972046,0,23167.681115629,32660.623357283,26339.1960289479,23155.5999525067,-81.3016057122389,-0.243957577619871,
1,1183205.32636804,18187.9560338398,310.771342624794,1.07897968546692,-99.5921337756343,28.6204780104805,-80.5674817419146,115.475872433829,7917.24044937325,-11076.9879047469,47931.40916278,-777.53891792072,241.850532823547,2.67359474262418,-0.241916548389114,0.735133756714716,6.68398685656044,0,23112.113429199,32605.1465334639,26289.1474970904,23112.6322305437,-81.1444378366651,-0.244215884303045,
1,1183205.56636804,18164.0983415768,309.780410119599,1.07590881457705,-99.2170629032184,28.620429549026,-80.5681993208906,115.5263745181,7887.03214790769,-11013.4646270801,47861.1363611585,-773.063066575476,241.840841069319,2.63278441258129,-0.242229411734741,0.734699538928612,6.58196103145322,0,23056.903243951,32549.8413466782,26239.2538079391,23069.7974443153,-80.9875398634867,-0.244463319183527,
1,1183205.80636804,18140.3302649679,308.794662972019,1.07229673182923,-98.8446066852922,28.6203817861699,-80.5689147152253,115.57632707778,7856.86217003258,-10950.1659737207,47791.0808030739,-768.639906020323,241.831291269767,2.59238165245314,-0.242589855178036,0.734195769802023,6.48095413113285,0,23002.0460822002,32494.7071320767,26189.5143616991,23027.0950788849,-80.8309764098089,-0.244712096838137,
1,1183206.04636804,18116.6512739202,307.814131274064,1.06925480698015,-98.4750804247344,28.6203347112554,-80.5696279305053,115.625591898311,7826.73093522496,-10887.0903592403,47721.2412671169,-764.269023696063,241.821881962734,2.55252613895462,-0.242880667364217,0.733794998344655,6.38131534738655,0,22947.540794721,32439.7429284018,26139.9282911696,22984.5243897423,-80.674736433087,-0.244957125082852,
1,1183206.28636804,18093.0606468618,306.838803964646,1.06567699097302,-98.1084194106388,28.6202883139599,-80.5703389801138,115.67423276422,7796.63916541615,-10824.2366311427,47651.6170081914,-759.949686026595,241.812611487207,2.5131557485728,-0.243217256151461,0.733324588488508,6.282889371432,0,22893.3847494274,32384.9481492577,26090.4950673325,22942.0849227143,-80.5188316466156,-0.245199044861728,
1,1183206.52636804,18069.5576179158,305.868718097546,1.06266431159642,-97.7452015979117,28.620242582757,-80.571047868911,115.722197894134,7766.58730748257,-10761.6031328136,47582.2067361583,-755.681268004584,241.803478154018,2.47432395184845,-0.243488890163258,0.732949388039864,6.18580987962112,0,22839.5767833283,32330.3217792957,26041.213774189,22899.7758913965,-80.3632284347224,-0.245428411845101,
1,1183206.76636804,18046.1413408685,304.903838908331,1.05912109874578,-97.3849700604056,28.6201975067219,-80.5717546112966,115.769497141348,7736.57601038839,-10699.188505153,47513.0095062423,-751.462970854166,241.794480132709,2.43602272594306,-0.243802944738903,0.732517924439745,6.09005681485765,0,22786.1134138565,32275.8630749711,25992.0837409486,22857.5967199012,-80.20796837133,-0.24565205509554,
1,1183207.00636804,18022.8112207493,303.94413134358,1.0561375876222,-97.0273919069851,28.6201530740226,-80.5724592128456,115.816100868859,7706.60599943952,-10636.9914078402,47444.024436586,-747.294231537385,241.785615385957,2.39828374518379,-0.244057485156053,0.732173932224428,5.99570936295947,0,22732.991422743,32221.5713422562,25943.1043414927,22815.5468706922,-80.0530812484233,-0.245874955121254,
1,1183207.24636804,17999.5666124327,302.989539113122,1.05262852910517,-96.6718350808272,28.6201092735569,-80.5731616852306,115.862086393677,7676.67780163542,-10575.0102386388,47375.2503012755,-743.174534482567,241.776881976457,2.36103162986566,-0.244355020650302,0.731770430159847,5.90257907466416,0,22680.2069073662,32167.4456163478,25894.2747054222,22773.6255965136,-79.8986190836379,-0.246106868916653,
1,1183207.48636804,17976.4071092214,302.040081737389,1.04967381708958,-96.3183124466448,28.6200660946532,-80.5738620413,115.907449053452,7646.79207232215,-10513.2436326535,47306.6861636075,-739.103524301591,241.768277932039,2.32427301450925,-0.244599799433894,0.731447469494567,5.81068253627311,0,22627.7585684473,32113.4851600541,25845.5941676779,22731.8323263981,-79.7445953507658,-0.246347569364805,
1,1183207.72636804,17953.3320688317,301.098772363748,1.04620376073784,-95.9689307018902,28.6200235261807,-80.5745602926188,115.952147680021,7616.94911549067,-10451.6898246437,47238.3305786368,-735.080753695795,241.759801588781,2.28805073119739,-0.244886705631859,0.731068423173766,5.72012682799347,0,22575.7367862056,32059.6888361931,25797.0617023487,22690.1661795792,-79.591708622963,-0.246575970056526,
1,1183207.96636804,17930.3400554955,300.167951382084,1.04329740116066,-95.626524704943,28.6199815564413,-80.5752564626903,115.9960884572,7587.14921792626,-10390.3465983352,47170.1817044786,-731.105095279698,241.751450688832,2.25246085396773,-0.245116331292236,0.730762802083091,5.63115213491933,0,22524.2094144853,32006.0551951885,25748.6760016964,22648.6260333361,-79.4403948386611,-0.246755904864267,
