step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,entry_phase,
97,192,99.3220136614628,7833.78787446996,-117.179751220382,7109.81985725451,-12.5783276332164,69.0271589709253,-12.6247633485246,38,0,0,0,0.523027303940865,0.152227392426836,0,1,
98,194,99.0877864401219,7833.76301338738,-117.046011821819,7094.58160032148,-12.6021496873058,69.1227508408987,-12.9145968021701,38,0,0,0,0.528090185342493,0.157321797646735,0,1,
99,196,98.8538349259589,7833.72746154406,-116.903983472413,7079.34497109413,-12.6261182783553,69.2178837346056,-13.2069073754209,38,0,0,0,0.533127266762145,0.162605170653926,0,1,
100,198,98.6201760343462,7833.68080818507,-116.753325901341,7064.10976170798,-12.6502329940715,69.3125466715737,-13.5017153690939,38,0,0,0,0.538132049949522,0.16808945045834,0,1,
101,200,98.3868273768444,7833.62261922572,-116.593682196083,7048.87629060991,-12.6744904589923,69.4067357328289,-13.7990432906869,38,0,0,0,0.543099333351656,0.173786298050607,0,1,
102,202,98.153807298189,7833.55243542374,-116.424676654399,7033.64441312789,-12.6989064783234,69.500443834454,-14.0989127611825,38,0,0,0,0.548020721414912,0.179707984516867,0,1,
103,204,97.9211349112932,7833.46977234195,-116.245916930769,7018.41417871847,-12.7234705334335,69.5936638192126,-14.4013446855473,38,0,0,0,0.552889063561529,0.185865804879469,0,1,
104,206,97.6888301327582,7833.3741225761,-116.056991717174,7003.18565712592,-12.7481826647136,69.6863899933926,-14.7063607282133,38,0,0,0,0.557696923594731,0.192271290838974,0,1,
105,208,97.4569137159875,7833.26495298843,-115.857475777525,6987.95880861794,-12.7730502918731,69.7786134464338,-15.0139813983813,38,0,0,0,0.562435665152883,0.198936302613973,0,1,
106,210,97.225407281626,7833.14170964314,-115.646927217335,6972.73378980746,-12.7980763596898,69.8703247199684,-15.3242279700074,38,0,0,0,0.567100105854482,0.205870910194534,0,1,
107,212,96.9943333506435,7833.00381451595,-115.424887158908,6957.51074543752,-12.823252639353,69.9615204285462,-15.6371203983724,38,0,0,0,0.571686153938103,0.213083437008961,0,1,
108,214,96.7637153743971,7832.85067015713,-115.190884527963,6942.28955032268,-12.8485970711363,70.0521924564518,-15.952680513219,38,0,0,0,0.576182955300416,0.220589772194528,0,1,
109,216,96.5335777623616,7832.68166024633,-114.944432906223,6927.07024472375,-12.8740933122728,70.1423341802137,-16.270928387978,38,0,0,0,0.580596458048013,0.228391684253458,0,1,
110,218,96.3039459078563,7832.49615269284,-114.68503445656,6911.85284427495,-12.8997527800631,70.2319383062868,-16.5918836009,38,0,0,0,0.584926967127522,0.236496786871212,0,1,
111,220,96.0748462134236,7832.29350487942,-114.412178113018,6896.63740379959,-12.9255775908731,70.3209908536229,-16.9155654275311,38,0,0,0,0.589180470742636,0.244909381961017,0,1,
112,222,95.8463061131751,7832.07306756651,-114.125343963851,6881.42429265864,-12.9515644648832,70.4094941470808,-17.2419954552008,38,0,0,0,0.593368225039549,0.253630179771315,0,1,
113,224,95.61835409455,7831.83419061983,-113.823997856741,6866.21301380228,-12.9777188605146,70.4974335153557,-17.5711904069165,38,0,0,0,0.597507923938631,0.262656793807389,0,1,
114,226,95.3910197202964,7831.57624181879,-113.507599646221,6851.00402788618,-13.0040342581477,70.5848018655103,-17.9031701807122,38,0,0,0,0.601638984678088,0.27197710339556,0,1,
115,228,95.1643336413642,7831.29861393037,-113.175600656181,6835.79731319492,-13.0305157714666,70.671593517742,-18.2379535847939,38,0,0,0,0.60578856646712,0.281573082092921,0,1,
116,230,94.9383276147135,7831.00069824033,-112.827444231797,6820.59280857635,-13.0571680239036,70.7577983796552,-18.5755574685693,38,0,0,0,0.609942309796305,0.291458614623888,0,1,
117,232,94.7130345173664,7830.68188501735,-112.462568028999,6805.3907042992,-13.0839865222241,70.8434098468694,-18.9160023251233,38,0,0,0,0.614100429999346,0.301628470549002,0,1,
118,234,94.4884883472445,7830.3415703485,-112.080413390031,6790.19089463329,-13.1109750103971,70.9284216969137,-19.2593030824842,38,0,0,0,0.618261772793076,0.312079011483516,0,1,
119,236,94.2647242312646,7829.97913823125,-111.680405216644,6774.99343129742,-13.1381330707051,71.012819341868,-19.6054766065806,38,0,0,0,0.6224282320412,0.322822528815167,0,1,
120,238,94.0417784693549,7829.59395584246,-111.26194577327,6759.79864322193,-13.1654557813203,71.0966001846808,-19.9545408248329,38,0,0,0,0.626602538178854,0.333868537302925,0,1,
121,240,93.8196885900935,7829.185350353,-110.824405033241,6744.60628824141,-13.1929692416553,71.179752045607,-20.3065104170518,38,0,0,0,0.630785972527198,0.345226904175625,0,1,
122,242,93.5984933974063,7828.7526494343,-110.36713759714,6729.41662290949,-13.2206645220636,71.2622686865646,-20.6614003740611,38,0,0,0,0.634980132311685,0.356904345690421,0,1,
123,244,93.3782330084546,7828.29515929435,-109.889476175212,6714.22962275992,-13.248537977651,71.3441408898473,-21.0192260552358,38,0,0,0,0.639185349447835,0.368908109451998,0,1,
124,246,93.1589488924034,7827.81217008064,-109.390736101168,6699.0453550369,-13.2765931096932,71.4253590664601,-21.3800011518459,38,0,0,0,0.643401256258547,0.381244601796533,0,1,
125,248,92.9406839053938,7827.30295990588,-108.87021651942,6683.86393381488,-13.3048331045255,71.5059159718282,-21.7437403317714,38,0,0,0,0.647615744143474,0.393921131895392,0,1,
126,250,92.7234823088748,7826.76676521792,-108.327215192672,6668.68532544471,-13.3332515453845,71.5858005138571,-22.1104551334034,38,0,0,0,0.651782695655899,0.406962752852947,0,1,
